,0,1,2,3,4,5,6,7,8,9,10,11,12,vintage,cz,scen_year,scenario,year,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29
2_5_12_4,0.0,52.38,1.75,0.0,0.17,15.67,4235.27,12.23,0.0,0.0,0.0,3.1,0.08,new,3bc,ssp585,2080,RefBldgMediumOffice,5841.5,0.07,200439.33,19627.41,8268.66,755256.08,1089371.25,26.33,288858.71,501229.5,254026.58,34832.12,33.63,87.94,307155.82,214234.68,92921.14
2_5_12_5,0.0,0.12,3.43,0.0,0.0,2072.67,7536.56,9.67,0.0,0.0,0.0,808.87,0.0,new,3bc,ssp585,2080,RefBldgMidriseApartment,0.0,591.28,80053.61,17745.28,66659.8,293874.05,487094.75,24.18,118522.29,210889.23,82984.82,35537.47,28.24,70.02,132022.96,101662.83,30360.13
2_6_0_4,0.0,667.93,0.11,0.0,4.5,0.0,4247.5,0.0,0.0,0.0,0.0,0.0,2.6,new,3c,historical,2020,RefBldgMediumOffice,72872.72,112.64,43395.8,17094.58,9284.37,662730.69,1099722.47,17.72,301237.99,428080.09,234650.59,66587.4,35.41,77.9,148017.12,99890.93,48126.19
2_6_0_5,0.0,303.79,0.0,0.0,0.0,5.33,7546.22,0.0,0.0,0.0,0.0,1.15,0.02,new,3c,historical,2020,RefBldgMidriseApartment,0.0,18330.59,16349.22,6556.95,94101.4,218988.48,492620.49,15.55,123858.74,154714.57,64273.91,59584.83,29.35,51.89,64707.48,51476.97,13230.52
2_6_1_4,0.0,520.03,0.45,0.0,2.5,0.0,4247.5,0.0,0.0,0.0,0.0,0.02,1.58,new,3c,ssp126,2035,RefBldgMediumOffice,60804.09,22.36,73291.19,17472.33,9194.08,680935.19,1068097.91,19.23,290552.29,444203.68,236731.51,53820.78,34.77,81.48,151962.72,103390.78,48571.94
2_6_1_5,0.0,146.94,0.0,0.0,0.0,47.33,7546.22,0.0,0.0,0.0,0.0,11.08,0.02,new,3c,ssp126,2035,RefBldgMidriseApartment,0.0,12022.01,23230.03,8134.96,87792.82,227447.3,478167.02,17.12,118775.21,160533.64,66913.66,51861.55,29.42,56.34,65429.02,51635.43,13793.59
2_6_2_4,0.0,506.1,0.51,0.0,2.5,0.0,4247.5,0.0,0.0,0.0,0.0,0.03,1.52,new,3c,ssp126,2050,RefBldgMediumOffice,59722.4,20.52,78171.37,17514.77,9192.24,684776.13,1064719.79,19.41,289348.15,447776.87,236999.26,52348.89,34.61,81.91,152809.62,104193.35,48616.27
2_6_2_5,0.0,133.58,0.0,0.0,0.0,60.0,7546.22,0.0,0.0,0.0,0.0,14.1,0.02,new,3c,ssp126,2050,RefBldgMidriseApartment,0.0,11561.19,24209.73,8368.83,87332.0,228660.87,476779.8,17.31,118291.56,161378.24,67282.63,51008.93,29.42,56.88,65618.12,51746.06,13872.05
2_6_3_4,0.0,503.24,0.52,0.0,2.5,0.0,4247.5,0.0,0.0,0.0,0.0,0.04,1.5,new,3c,ssp126,2065,RefBldgMediumOffice,59455.64,19.77,79052.49,17507.93,9191.49,685383.65,1064957.23,19.47,289321.88,448337.91,237045.74,52276.14,34.59,81.93,152915.63,104320.44,48595.19
2_6_3_5,0.0,129.28,0.0,0.0,0.0,62.83,7546.22,0.0,0.0,0.0,0.0,14.6,0.02,new,3c,ssp126,2065,RefBldgMidriseApartment,0.0,11412.34,24357.53,8396.37,87183.14,228836.2,476896.28,17.38,118311.34,161462.97,67373.23,50938.11,29.44,56.95,65616.41,51734.34,13882.07
2_6_4_4,0.0,506.5,0.61,0.0,2.5,0.0,4247.5,0.0,0.0,0.0,0.0,0.03,1.51,new,3c,ssp126,2080,RefBldgMediumOffice,59617.34,20.31,79658.69,17510.82,9192.03,686154.44,1064947.82,19.5,289319.79,449153.57,237000.87,52318.91,34.54,81.92,153127.26,104531.91,48595.35
2_6_4_5,0.0,131.7,0.0,0.0,0.0,60.83,7546.22,0.0,0.0,0.0,0.0,14.1,0.02,new,3c,ssp126,2080,RefBldgMidriseApartment,0.0,11453.39,24445.88,8420.69,87224.19,228948.88,476670.3,17.4,118236.59,161580.19,67368.68,50867.9,29.43,56.98,65661.47,51773.22,13888.25
2_6_5_4,0.0,521.26,0.52,0.0,2.5,0.0,4247.5,0.0,0.0,0.0,0.0,0.01,1.68,new,3c,ssp245,2035,RefBldgMediumOffice,60902.83,35.8,70627.85,17447.52,9207.52,678345.78,1075900.31,19.14,292974.84,441487.01,236858.77,56116.07,34.92,80.85,151405.69,102824.92,48580.76
2_6_5_5,0.0,142.53,0.0,0.0,0.0,28.0,7546.22,0.0,0.0,0.0,0.0,7.04,0.02,new,3c,ssp245,2035,RefBldgMidriseApartment,0.0,12296.91,22622.13,8019.28,88067.71,226723.72,481668.51,17.02,119953.28,160048.34,66675.38,53277.9,29.41,55.58,65297.52,51570.22,13727.3
2_6_6_4,0.0,489.89,0.69,0.0,2.5,0.0,4247.5,0.0,0.0,0.0,0.0,0.02,1.51,new,3c,ssp245,2050,RefBldgMediumOffice,57994.22,27.17,79643.99,17577.94,9198.88,684583.75,1075749.19,19.52,292443.8,446092.24,238491.5,53952.3,34.84,81.55,152783.96,103854.51,48929.45
2_6_6_5,0.0,115.55,0.0,0.0,0.0,45.17,7546.22,0.0,0.0,0.0,0.0,10.78,0.02,new,3c,ssp245,2050,RefBldgMidriseApartment,0.0,11069.28,24659.84,8514.34,86840.08,229256.48,481718.65,17.4,119780.51,161569.71,67686.77,52093.74,29.52,56.51,65650.95,51701.34,13949.61
2_6_7_4,0.0,471.22,0.82,0.0,2.33,0.0,4247.5,0.0,0.0,0.0,0.0,0.02,1.35,new,3c,ssp245,2065,RefBldgMediumOffice,55699.94,19.55,87983.82,17643.94,9191.26,690695.28,1075470.52,19.86,291972.43,451243.82,239451.46,52520.98,34.67,82.01,154150.35,105032.12,49118.24
2_6_7_5,0.0,99.67,0.0,0.0,0.0,68.0,7546.22,0.0,0.0,0.0,0.0,15.59,0.02,new,3c,ssp245,2065,RefBldgMidriseApartment,0.0,9951.93,26298.99,8896.75,85722.73,231278.04,481679.06,17.74,119629.6,162900.91,68377.13,51252.47,29.56,57.16,65919.29,51818.06,14101.22
2_6_8_4,0.0,454.93,1.0,0.0,2.0,0.0,4247.5,0.0,0.0,0.0,0.0,0.02,1.23,new,3c,ssp245,2080,RefBldgMediumOffice,53796.31,12.19,94558.68,17724.26,9183.91,695446.83,1074528.08,20.12,291451.99,455141.75,240305.08,51146.91,34.55,82.45,155221.87,105923.4,49298.47
2_6_8_5,0.0,87.03,0.0,0.0,0.0,88.0,7546.22,0.0,0.0,0.0,0.0,19.83,0.02,new,3c,ssp245,2080,RefBldgMidriseApartment,0.0,9180.61,27752.87,9258.22,84951.41,233093.4,481225.61,18.0,119409.51,164066.42,69026.98,50382.53,29.61,57.81,66174.14,51938.71,14235.43
2_6_9_4,0.0,502.77,0.58,0.0,2.5,0.0,4247.5,0.0,0.0,0.0,0.0,0.01,1.51,new,3c,ssp585,2035,RefBldgMediumOffice,58957.95,23.28,74326.49,17500.69,9195.0,680152.72,1076956.97,19.34,293098.1,442647.0,237505.72,55592.38,34.92,81.03,151832.03,103106.11,48725.92
2_6_9_5,0.0,125.76,0.0,0.0,0.0,27.83,7546.22,0.0,0.0,0.0,0.0,7.02,0.02,new,3c,ssp585,2035,RefBldgMidriseApartment,0.0,11257.27,23483.11,8221.0,87028.07,227786.42,482194.88,17.22,120043.86,160727.34,67059.08,52984.78,29.44,55.86,65337.83,51532.0,13805.83
2_6_10_4,0.0,459.87,0.9,0.0,2.33,0.0,4247.5,0.0,0.0,0.0,0.0,0.02,1.28,new,3c,ssp585,2050,RefBldgMediumOffice,54529.79,14.36,90086.2,17683.23,9186.07,691666.81,1075691.7,19.98,291977.18,451792.62,239874.19,52102.99,34.68,82.16,154342.25,105120.7,49221.55
2_6_10_5,0.0,88.6,0.0,0.0,0.0,69.67,7546.22,0.0,0.0,0.0,0.0,15.05,0.02,new,3c,ssp585,2050,RefBldgMidriseApartment,0.0,9464.99,26835.8,9037.24,85235.79,231955.35,481720.49,17.86,119619.93,163359.56,68595.78,51024.15,29.57,57.34,65954.98,51813.44,14141.55
2_6_11_4,0.0,421.1,1.25,0.0,1.67,0.0,4247.5,0.0,0.0,0.0,0.0,0.03,1.05,new,3c,ssp585,2065,RefBldgMediumOffice,49952.04,6.93,107820.21,17900.3,9178.64,705040.14,1076785.52,20.65,291488.58,462487.51,242552.64,48935.94,34.4,83.21,157267.75,107513.35,49754.4
2_6_11_5,0.0,62.5,0.0,0.0,0.0,142.5,7546.22,0.0,0.0,0.0,0.0,33.2,0.01,new,3c,ssp585,2065,RefBldgMidriseApartment,0.0,7734.98,30763.39,10003.46,83505.79,236849.16,482298.96,18.53,119501.96,166461.53,70387.63,49114.34,29.72,58.9,66740.28,52218.27,14522.0
2_6_12_4,0.0,373.69,1.58,0.0,1.33,0.0,4247.5,0.0,0.0,0.0,0.0,0.09,0.81,new,3c,ssp585,2080,RefBldgMediumOffice,45074.17,1.66,126254.34,18186.6,9173.38,718882.69,1077677.01,21.39,290885.63,473875.05,245007.64,45877.99,34.08,84.23,160169.95,109950.74,50219.21
2_6_12_5,0.0,39.79,0.0,0.0,0.0,402.67,7546.15,0.07,0.0,0.0,0.0,85.67,0.01,new,3c,ssp585,2080,RefBldgMidriseApartment,0.0,5994.73,35826.82,11241.7,81765.54,243150.82,482644.06,19.27,119275.57,170528.9,72621.92,46653.65,29.87,60.89,67857.79,52854.56,15003.22
2_7_0_4,0.0,293.02,0.02,0.0,18.5,0.17,4240.35,7.15,0.0,0.0,0.0,1.61,9.97,new,4a,historical,2020,RefBldgMediumOffice,104027.53,22489.82,111987.89,20302.17,31790.95,765653.09,1062183.76,17.0,287562.54,523203.97,242449.12,45113.42,31.67,84.31,362552.62,249165.98,113386.64
2_7_0_5,0.0,74.36,0.0,0.0,0.0,56.83,7546.22,0.0,0.0,0.0,0.0,17.3,0.06,new,4a,historical,2020,RefBldgMidriseApartment,0.0,87228.66,35861.4,11083.09,164413.85,243015.19,533342.64,15.11,135226.29,168765.48,74249.71,60976.58,30.55,54.91,143396.9,108473.61,34923.29
2_7_1_4,0.0,235.42,0.07,0.0,14.83,2.83,4233.01,14.49,0.0,0.0,0.0,2.91,8.09,new,4a,ssp126,2035,RefBldgMediumOffice,93018.79,16305.17,138676.39,20619.76,25606.3,781650.45,1020250.46,18.5,274322.21,544714.61,236935.84,37386.37,30.31,86.37,369347.86,258555.38,110792.48
2_7_1_5,0.0,54.06,0.0,0.0,0.0,383.0,7545.82,0.4,0.0,0.0,0.0,133.24,0.06,new,4a,ssp126,2035,RefBldgMidriseApartment,0.0,72518.99,47355.53,12576.54,149704.17,256002.77,510971.65,16.68,127814.97,179028.03,76974.74,50840.22,30.07,60.22,147010.02,110758.07,36251.95
2_7_2_4,0.0,229.8,0.07,0.0,15.0,3.67,4231.61,15.89,0.0,0.0,0.0,3.21,8.09,new,4a,ssp126,2050,RefBldgMediumOffice,92757.68,16139.66,143538.67,20697.16,25440.79,786329.03,1013674.91,18.68,272101.84,550459.89,235869.14,36232.71,30.0,86.68,371561.33,261261.1,110300.23
2_7_2_5,0.0,51.4,0.0,0.0,0.0,471.33,7544.47,1.75,0.0,0.0,0.0,177.52,0.05,new,4a,ssp126,2050,RefBldgMidriseApartment,0.0,72125.22,49399.43,12904.48,149310.41,258374.6,507200.21,16.87,126550.34,181060.99,77313.61,49236.73,29.92,61.09,148077.21,111656.46,36420.75
2_7_3_4,0.0,227.85,0.07,0.0,15.0,3.33,4231.15,16.35,0.0,0.0,0.0,3.36,7.97,new,4a,ssp126,2065,RefBldgMediumOffice,92111.58,15921.77,145081.48,20719.5,25222.89,787248.06,1011059.24,18.77,271286.17,551809.94,235438.12,35848.05,29.91,86.79,371979.93,261885.36,110094.57
2_7_3_5,0.0,50.81,0.0,0.0,0.0,504.83,7543.8,2.43,0.0,0.0,0.0,194.28,0.05,new,4a,ssp126,2065,RefBldgMidriseApartment,0.0,71252.29,50045.55,12971.14,148437.48,259087.38,505838.32,16.97,126103.08,181662.72,77424.67,48678.41,29.88,61.4,148260.15,111786.83,36473.31
2_7_4_4,0.0,229.42,0.08,0.0,15.0,3.67,4231.23,16.27,0.0,0.0,0.0,3.3,8.13,new,4a,ssp126,2080,RefBldgMediumOffice,92425.57,16134.76,144854.81,20701.94,25435.88,787317.82,1010934.38,18.75,271300.71,551917.36,235400.46,35900.25,29.9,86.77,372059.13,261983.39,110075.74
2_7_4_5,0.0,51.86,0.0,0.0,0.0,506.17,7543.95,2.27,0.0,0.0,0.0,193.26,0.05,new,4a,ssp126,2080,RefBldgMidriseApartment,0.0,71737.51,49907.06,12969.1,148922.7,258946.86,505898.72,16.95,126148.07,181587.9,77358.96,48789.12,29.87,61.32,148284.64,111841.83,36442.81
2_7_5_4,0.0,232.91,0.08,0.0,16.17,3.17,4232.62,14.88,0.0,0.0,0.0,2.99,8.57,new,4a,ssp245,2035,RefBldgMediumOffice,94195.48,17598.93,139926.61,20736.31,26900.06,784193.91,1032320.33,18.51,277396.06,545047.19,239146.72,38249.34,30.5,86.21,370766.17,258909.49,111856.69
2_7_5_5,0.0,51.78,0.0,0.0,0.0,392.67,7545.83,0.4,0.0,0.0,0.0,135.38,0.06,new,4a,ssp245,2035,RefBldgMidriseApartment,0.0,74581.56,47956.12,12779.18,151766.75,256806.0,517229.81,16.67,129639.2,179260.18,77545.81,52093.39,30.2,59.82,147760.69,111235.18,36525.51
2_7_6_4,0.0,217.36,0.11,0.0,14.83,3.83,4229.65,17.85,0.0,0.0,0.0,3.44,8.08,new,4a,ssp245,2050,RefBldgMediumOffice,91753.08,16463.82,149102.98,20905.04,25764.94,791096.62,1030810.96,18.92,276394.87,551738.72,239357.89,37036.98,30.26,86.6,373931.1,261965.49,111965.61
2_7_6_5,0.0,46.33,0.0,0.0,0.0,587.17,7542.54,3.69,0.0,0.0,0.0,233.76,0.06,new,4a,ssp245,2050,RefBldgMidriseApartment,0.0,71613.2,52054.96,13385.84,148798.39,261511.5,516366.14,17.08,129135.02,182687.43,78824.07,50310.96,30.14,61.04,149492.84,112348.2,37144.64
2_7_7_4,0.0,205.34,0.13,0.0,14.33,7.0,4226.74,20.76,0.0,0.0,0.0,4.06,7.85,new,4a,ssp245,2065,RefBldgMediumOffice,89350.44,15408.68,157304.02,21030.56,24709.81,797020.52,1026930.36,19.3,274894.93,557953.75,239066.77,35828.16,30.0,86.97,376631.46,264799.52,111831.95
2_7_7_5,0.0,42.45,0.03,0.0,0.0,782.83,7535.29,10.93,0.0,0.0,0.0,344.27,0.05,new,4a,ssp245,2065,RefBldgMidriseApartment,0.0,68737.54,55548.5,13892.24,145922.73,265511.44,514213.9,17.47,128295.74,185760.98,79750.46,48545.28,30.04,62.16,150899.8,113307.28,37592.52
2_7_8_4,0.0,197.84,0.15,0.0,13.33,5.83,4225.42,22.08,0.0,0.0,0.0,4.19,7.44,new,4a,ssp245,2080,RefBldgMediumOffice,87641.08,14454.94,162853.31,21107.86,23756.06,800937.76,1025837.43,19.58,274329.45,561710.73,239227.04,35102.41,29.87,87.2,378357.57,266446.96,111910.61
2_7_8_5,0.0,39.77,0.16,0.0,0.0,925.83,7526.59,19.64,0.0,0.0,0.0,428.8,0.05,new,4a,ssp245,2080,RefBldgMidriseApartment,0.0,66549.79,57837.93,14222.1,143734.98,268130.73,513625.63,17.75,127998.32,187691.3,80439.43,47558.89,30.0,62.84,151760.13,113836.46,37923.68
2_7_9_4,0.0,223.43,0.09,0.0,14.83,3.33,4231.46,16.04,0.0,0.0,0.0,3.12,8.18,new,4a,ssp585,2035,RefBldgMediumOffice,92135.94,16334.48,144928.6,20795.87,25635.61,787195.93,1029289.3,18.78,276259.56,548258.44,238937.48,37322.07,30.35,86.49,372007.0,260239.47,111767.53
2_7_9_5,0.0,49.07,0.0,0.0,0.0,493.67,7544.44,1.78,0.0,0.0,0.0,184.22,0.05,new,4a,ssp585,2035,RefBldgMidriseApartment,0.0,71767.74,50077.34,13055.1,148952.93,259203.15,515434.06,16.94,128957.39,181028.58,78174.57,50782.82,30.16,60.62,148403.36,111573.45,36829.9
2_7_10_4,0.0,201.63,0.12,0.0,13.17,7.33,4226.6,20.9,0.0,0.0,0.0,4.1,7.43,new,4a,ssp585,2050,RefBldgMediumOffice,87768.73,14522.21,159548.35,21052.56,23823.34,797705.15,1026021.25,19.46,274573.5,558501.73,239203.42,35370.08,29.99,87.12,376806.14,264896.96,111909.17
2_7_10_5,0.0,42.04,0.03,0.0,0.0,823.5,7534.23,11.99,0.0,0.0,0.0,364.84,0.05,new,4a,ssp585,2050,RefBldgMidriseApartment,0.0,66613.73,56337.41,13961.3,143798.92,266369.41,513758.16,17.64,128098.28,186263.11,80106.31,47991.98,30.07,62.54,150922.69,113159.0,37763.68
2_7_11_4,0.0,181.02,0.18,0.0,13.17,9.17,4222.18,25.32,0.0,0.0,0.0,4.85,6.85,new,4a,ssp585,2065,RefBldgMediumOffice,83670.2,12941.89,175990.18,21366.48,22243.02,810362.37,1024845.9,20.17,273362.73,570509.46,239852.91,33509.82,29.6,87.74,382661.51,270428.41,112233.1
2_7_11_5,0.0,34.41,1.53,0.0,0.0,1200.0,7491.33,54.89,0.0,0.0,0.0,680.08,0.05,new,4a,ssp585,2065,RefBldgMidriseApartment,0.0,61947.35,63204.38,14979.32,139132.54,274254.4,512975.67,18.34,127493.84,192203.77,82050.63,45443.21,29.92,64.36,153866.13,115166.05,38700.08
2_7_12_4,0.0,155.84,0.26,0.0,11.83,24.33,4216.06,31.44,0.0,0.0,0.0,8.7,6.23,new,4a,ssp585,2080,RefBldgMediumOffice,78846.26,11131.73,197067.09,21905.94,20432.86,827154.8,1024751.95,21.0,272393.72,586323.0,240831.8,31561.92,29.12,88.41,390474.09,277769.28,112704.81
2_7_12_5,0.0,25.44,11.95,0.0,0.0,1736.83,7376.21,161.52,8.49,0.0,0.0,1233.15,0.04,new,4a,ssp585,2080,RefBldgMidriseApartment,0.0,56528.41,71596.18,16207.73,133713.59,283874.6,512873.96,19.17,127010.11,199471.86,84402.74,42607.37,29.73,66.45,157504.51,117676.32,39828.18
2_8_0_4,0.0,280.51,0.13,0.0,12.83,31.0,4246.99,0.51,0.0,0.0,0.0,5.91,6.05,new,4b,historical,2020,RefBldgMediumOffice,65647.94,6428.61,88089.03,24201.83,15572.3,707289.11,1275340.18,18.23,344948.53,430851.88,276437.23,68511.3,39.08,80.14,306307.91,196256.17,110051.74
2_8_0_5,0.0,87.62,0.0,0.0,0.0,28.17,7546.22,0.0,0.0,0.0,0.0,10.77,0.04,new,4b,historical,2020,RefBldgMidriseApartment,0.0,52872.31,31207.01,11395.66,128367.83,238678.72,591991.1,15.79,151895.68,159835.69,78843.03,73052.65,33.03,51.91,127246.3,95424.53,31821.78
2_8_1_4,0.0,204.78,0.52,0.0,9.5,52.67,4242.32,5.18,0.0,0.0,0.0,10.94,4.67,new,4b,ssp126,2035,RefBldgMediumOffice,57369.33,4063.6,116612.13,25485.5,13207.29,728817.27,1247063.59,20.19,334158.63,452342.2,276475.08,57683.55,37.93,82.74,314483.18,204596.23,109886.95
2_8_1_5,0.0,55.84,0.0,0.0,0.0,349.17,7546.22,0.0,0.0,0.0,0.0,95.13,0.03,new,4b,ssp126,2035,RefBldgMidriseApartment,0.0,42951.96,42257.55,13404.51,118447.49,251738.12,577555.58,17.81,146180.69,169000.56,82737.56,63443.13,32.87,56.6,131040.93,97655.24,33385.69
2_8_2_4,0.0,195.31,0.58,0.0,8.83,50.33,4240.57,6.93,0.0,0.0,0.0,10.94,4.48,new,4b,ssp126,2050,RefBldgMediumOffice,56098.76,3718.78,121108.34,25643.94,12862.47,732201.35,1241897.15,20.5,332206.81,456263.76,275937.59,56269.22,37.69,83.06,315771.87,206155.95,109615.92
2_8_2_5,0.0,51.02,0.0,0.0,0.0,469.17,7546.22,0.0,0.0,0.0,0.0,121.71,0.03,new,4b,ssp126,2050,RefBldgMidriseApartment,0.0,41333.62,43982.63,13709.16,116829.14,253767.85,574891.35,18.12,145143.15,170747.17,83020.68,62122.47,32.72,57.2,131619.36,98136.57,33482.79
2_8_3_4,0.0,192.85,0.65,0.0,8.5,49.83,4240.03,7.47,0.0,0.0,0.0,11.03,4.4,new,4b,ssp126,2065,RefBldgMediumOffice,55502.35,3557.35,122635.13,25691.98,12701.03,733179.77,1240436.57,20.63,331583.29,457249.72,275930.05,55653.24,37.63,83.22,316078.74,206505.38,109573.36
2_8_3_5,0.0,49.49,0.0,0.0,0.0,501.0,7546.22,0.0,0.0,0.0,0.0,131.07,0.03,new,4b,ssp126,2065,RefBldgMidriseApartment,0.0,40607.19,44459.27,13778.55,116102.71,254313.88,574239.15,18.25,144839.23,171158.11,83155.77,61683.46,32.7,57.41,131701.76,98175.44,33526.32
2_8_4_4,0.0,191.78,0.66,0.0,8.5,50.0,4240.44,7.06,0.0,0.0,0.0,10.88,4.36,new,4b,ssp126,2080,RefBldgMediumOffice,55342.56,3518.81,122496.89,25663.11,12662.49,732852.86,1237268.06,20.63,330828.88,457265.09,275587.78,55241.1,37.6,83.3,315902.38,206471.65,109430.74
2_8_4_5,0.0,48.75,0.0,0.0,0.0,475.83,7546.22,0.0,0.0,0.0,0.0,126.42,0.03,new,4b,ssp126,2080,RefBldgMidriseApartment,0.0,40362.26,44368.46,13747.45,115857.78,254191.97,572639.99,18.26,144412.14,171086.95,83105.02,61307.12,32.69,57.55,131594.04,98089.22,33504.82
2_8_5_4,0.0,208.97,0.51,0.0,9.5,48.83,4241.65,5.85,0.0,0.0,0.0,10.29,4.87,new,4b,ssp245,2035,RefBldgMediumOffice,57922.18,4396.19,114494.33,25351.33,13539.88,727118.16,1251832.0,20.08,335635.55,450233.43,276884.73,58750.81,38.08,82.5,313884.13,203827.17,110056.96
2_8_5_5,0.0,58.15,0.0,0.0,0.0,264.0,7546.22,0.0,0.0,0.0,0.0,73.57,0.03,new,4b,ssp245,2035,RefBldgMidriseApartment,0.0,43600.12,41448.11,13299.49,119095.64,250823.65,579972.4,17.69,147042.67,168447.74,82375.92,64666.76,32.84,56.02,130773.64,97541.56,33232.07
2_8_6_4,0.0,190.38,0.71,0.0,9.17,57.17,4239.02,8.48,0.0,0.0,0.0,11.85,4.48,new,4b,ssp245,2050,RefBldgMediumOffice,55562.11,3791.64,123135.44,25793.51,12935.33,733841.37,1247579.05,20.65,333565.66,456540.45,277300.92,56264.74,37.79,83.13,316461.23,206280.62,110180.61
2_8_6_5,0.0,51.19,0.0,0.0,0.0,527.67,7546.22,0.0,0.0,0.0,0.0,129.1,0.03,new,4b,ssp245,2050,RefBldgMidriseApartment,0.0,40833.22,45021.26,13961.4,116328.74,255058.71,577864.59,18.26,145981.27,171431.61,83627.11,62354.17,32.79,57.29,132092.8,98355.91,33736.88
2_8_7_4,0.0,173.97,0.79,0.0,8.0,64.67,4236.96,10.54,0.0,0.0,0.0,13.01,4.24,new,4b,ssp245,2065,RefBldgMediumOffice,53862.25,3437.16,130995.93,26151.78,12580.86,740360.28,1239867.26,21.16,330653.58,463377.07,276983.2,53670.38,37.41,83.77,318986.99,209014.83,109972.15
2_8_7_5,0.0,43.66,0.0,0.0,0.0,734.83,7546.22,0.0,0.0,0.0,0.0,185.53,0.03,new,4b,ssp245,2065,RefBldgMidriseApartment,0.0,38887.96,48171.54,14551.46,114383.48,258799.06,574000.78,18.79,144459.14,174306.08,84492.98,59966.16,32.65,58.49,133326.39,99259.25,34067.14
2_8_8_4,0.0,163.25,0.78,0.0,7.83,64.67,4235.25,12.25,0.0,0.0,0.0,14.24,3.96,new,4b,ssp245,2080,RefBldgMediumOffice,52293.72,3082.43,136861.23,26415.03,12226.12,744920.3,1238709.23,21.53,329801.24,467498.81,277421.48,52379.75,37.24,84.12,320759.02,210626.55,110132.48
2_8_8_5,0.0,39.72,0.0,0.0,0.0,919.17,7546.22,0.0,0.0,0.0,0.0,246.51,0.03,new,4b,ssp245,2080,RefBldgMidriseApartment,0.0,37010.44,50545.62,14982.35,112505.96,261604.02,573221.15,19.15,143971.06,176368.38,85235.64,58735.42,32.58,59.2,134195.03,99832.21,34362.82
2_8_9_4,0.0,197.85,0.62,0.0,9.5,50.5,4240.42,7.08,0.0,0.0,0.0,10.68,4.67,new,4b,ssp585,2035,RefBldgMediumOffice,56800.51,4126.15,118415.96,25549.64,13269.84,730116.43,1248488.42,20.35,334341.11,452880.62,277235.81,57105.3,37.97,82.92,315011.25,204815.45,110195.8
2_8_9_5,0.0,53.39,0.0,0.0,0.0,353.67,7546.22,0.0,0.0,0.0,0.0,88.3,0.03,new,4b,ssp585,2035,RefBldgMidriseApartment,0.0,42379.6,43081.11,13619.6,117875.12,252776.76,578358.31,17.96,146338.9,169885.85,82890.92,63447.98,32.79,56.64,131388.59,97943.67,33444.91
2_8_10_4,0.0,166.5,0.88,0.0,8.0,70.33,4235.97,11.53,0.0,0.0,0.0,14.31,4.15,new,4b,ssp585,2050,RefBldgMediumOffice,52993.71,3329.34,133837.91,26296.69,12473.03,742478.62,1244618.44,21.33,331722.37,463968.14,278510.48,53211.89,37.51,83.96,319785.76,209171.87,110613.89
2_8_10_5,0.0,40.44,0.0,0.0,0.0,836.83,7546.22,0.0,0.0,0.0,0.0,205.88,0.03,new,4b,ssp585,2050,RefBldgMidriseApartment,0.0,38016.43,49402.07,14809.78,113511.95,260287.91,576318.32,18.95,145063.98,175061.39,85226.52,59837.46,32.74,58.75,133799.69,99427.33,34372.36
2_8_11_4,0.0,140.1,1.28,0.0,6.33,88.17,4231.45,16.05,0.0,0.0,0.0,19.12,3.53,new,4b,ssp585,2065,RefBldgMediumOffice,48790.06,2501.12,150830.31,27099.88,11644.81,756070.56,1242290.19,22.39,329528.59,476550.04,279520.53,50008.07,36.97,84.82,325162.74,214228.63,110934.1
2_8_11_5,0.0,30.25,0.0,0.0,0.0,1421.0,7546.22,0.01,0.0,0.0,0.0,450.36,0.03,new,4b,ssp585,2065,RefBldgMidriseApartment,0.0,33283.93,56335.7,16083.16,108779.45,268494.91,575152.1,20.01,144018.95,181083.15,87411.76,56607.19,32.56,60.69,136497.44,101258.19,35239.25
2_8_12_4,0.0,114.72,1.8,0.0,4.83,113.5,4230.34,17.16,0.0,0.0,0.0,24.56,3.0,new,4b,ssp585,2080,RefBldgMediumOffice,44960.28,1862.51,171892.52,28087.21,11006.2,774290.32,1235515.29,23.51,325948.95,494046.35,280243.98,45704.97,36.19,85.98,332480.12,221333.07,111147.05
2_8_12_5,0.0,21.88,0.18,0.0,0.0,2132.33,7519.51,26.71,0.0,0.0,0.0,998.19,0.03,new,4b,ssp585,2080,RefBldgMidriseApartment,0.0,29066.69,64581.69,17593.8,104562.21,278251.55,571558.18,21.14,142232.16,188533.36,89718.19,52513.97,32.24,63.08,139911.0,103777.04,36133.96
2_9_0_4,0.0,595.83,0.0,0.0,12.17,0.0,4247.43,0.07,0.0,0.0,0.0,0.03,5.1,new,4c,historical,2020,RefBldgMediumOffice,100951.97,4592.02,33524.93,17462.19,14327.26,681163.57,893257.79,14.43,241391.21,487049.62,194113.95,47277.26,28.5,80.41,193544.89,145849.83,47695.06
2_9_0_5,0.0,371.11,0.0,0.0,0.0,0.0,7546.22,0.0,0.0,0.0,0.0,0.28,0.06,new,4c,historical,2020,RefBldgMidriseApartment,0.0,65823.68,11977.21,6346.26,147644.12,214353.99,413563.81,12.72,100630.45,162029.28,52324.71,48305.74,24.41,52.0,86297.41,73360.1,12937.31
