,0,1,2,3,4,5,6,7,8,9,10,11,12,vintage,cz,scen_year,scenario,year
2_12_7_4,0.0,413.68,0.08,0.0,21.0,4.67,4234.63,12.87,0.0,0.0,0.0,2.55,11.22,new,6a,historical,2020,RefBldgMediumOffice
2_12_7_5,0.0,179.37,0.0,0.0,0.0,306.0,7542.96,3.26,0.0,0.0,0.0,92.53,0.09,new,6a,historical,2020,RefBldgMidriseApartment
2_12_8_4,0.0,397.95,0.09,0.0,20.83,13.67,4232.81,14.69,0.0,0.0,0.0,3.98,11.06,new,6a,historical,2020,RefBldgMediumOffice
2_12_8_5,0.0,168.76,0.0,0.0,0.0,355.67,7540.03,6.19,0.0,0.0,0.0,116.2,0.08,new,6a,historical,2020,RefBldgMidriseApartment
2_12_9_4,0.0,439.03,0.05,0.0,21.83,1.5,4237.97,9.53,0.0,0.0,0.0,1.78,11.82,new,6a,historical,2020,RefBldgMediumOffice
2_12_9_5,0.0,196.36,0.0,0.0,0.0,169.83,7546.22,0.0,0.0,0.0,0.0,44.98,0.07,new,6a,historical,2020,RefBldgMidriseApartment
2_12_10_4,0.0,397.87,0.08,0.0,20.67,4.17,4233.73,13.77,0.0,0.0,0.0,2.55,10.85,new,6a,historical,2020,RefBldgMediumOffice
2_12_10_5,0.0,166.64,0.0,0.0,0.0,330.17,7542.75,3.48,0.0,0.0,0.0,97.46,0.08,new,6a,historical,2020,RefBldgMidriseApartment
2_12_11_4,0.0,362.52,0.11,0.0,19.0,30.17,4230.63,16.87,0.0,0.0,0.0,9.51,10.33,new,6a,historical,2020,RefBldgMediumOffice
2_12_11_5,0.0,145.2,0.41,0.0,0.0,504.17,7525.22,21.0,0.0,0.0,0.0,197.91,0.09,new,6a,historical,2020,RefBldgMidriseApartment
2_12_12_4,0.0,325.8,0.6,0.0,19.17,64.0,4225.18,22.32,0.0,0.0,0.0,39.07,9.9,new,6a,historical,2020,RefBldgMediumOffice
2_12_12_5,0.0,123.67,6.1,0.0,0.0,820.17,7483.88,58.62,3.73,0.0,0.0,393.29,0.08,new,6a,historical,2020,RefBldgMidriseApartment
2_13_0_4,0.0,663.22,0.0,0.0,14.17,0.0,4247.5,0.0,0.0,0.0,0.0,0.44,8.28,new,6b,historical,2020,RefBldgMediumOffice
2_13_0_5,0.0,502.1,0.0,0.0,0.0,0.67,7546.22,0.0,0.0,0.0,0.0,0.72,0.08,new,6b,historical,2020,RefBldgMidriseApartment
2_13_1_4,0.0,547.87,0.0,0.0,12.5,0.17,4246.95,0.55,0.0,0.0,0.0,1.26,7.21,new,6b,historical,2020,RefBldgMediumOffice
2_13_1_5,0.0,369.44,0.0,0.0,0.0,45.17,7546.22,0.0,0.0,0.0,0.0,7.28,0.05,new,6b,historical,2020,RefBldgMidriseApartment
2_13_2_4,0.0,533.77,0.0,0.0,12.33,0.33,4246.79,0.71,0.0,0.0,0.0,1.36,7.07,new,6b,historical,2020,RefBldgMediumOffice
2_13_2_5,0.0,354.87,0.0,0.0,0.0,61.33,7546.22,0.0,0.0,0.0,0.0,9.79,0.06,new,6b,historical,2020,RefBldgMidriseApartment
2_13_3_4,0.0,530.57,0.0,0.0,12.0,0.83,4246.54,0.96,0.0,0.0,0.0,1.53,6.95,new,6b,historical,2020,RefBldgMediumOffice
2_13_3_5,0.0,354.25,0.0,0.0,0.0,69.17,7546.22,0.0,0.0,0.0,0.0,10.89,0.05,new,6b,historical,2020,RefBldgMidriseApartment
2_13_4_4,0.0,530.7,0.0,0.0,12.5,0.83,4246.69,0.81,0.0,0.0,0.0,1.48,6.98,new,6b,historical,2020,RefBldgMediumOffice
2_13_4_5,0.0,353.19,0.0,0.0,0.0,74.33,7546.22,0.0,0.0,0.0,0.0,11.45,0.06,new,6b,historical,2020,RefBldgMidriseApartment
2_13_5_4,0.0,547.13,0.0,0.0,12.67,0.33,4247.12,0.38,0.0,0.0,0.0,1.08,7.27,new,6b,historical,2020,RefBldgMediumOffice
2_13_5_5,0.0,367.64,0.0,0.0,0.0,14.67,7546.22,0.0,0.0,0.0,0.0,4.42,0.06,new,6b,historical,2020,RefBldgMidriseApartment
2_13_6_4,0.0,521.24,0.0,0.0,12.33,0.33,4246.64,0.86,0.0,0.0,0.0,1.28,7.07,new,6b,historical,2020,RefBldgMediumOffice
2_13_6_5,0.0,342.29,0.0,0.0,0.0,40.33,7546.22,0.0,0.0,0.0,0.0,7.5,0.06,new,6b,historical,2020,RefBldgMidriseApartment
2_13_7_4,0.0,499.77,0.0,0.0,11.5,0.83,4246.1,1.4,0.0,0.0,0.0,1.59,6.76,new,6b,historical,2020,RefBldgMediumOffice
2_13_7_5,0.0,322.64,0.0,0.0,0.0,69.83,7546.22,0.0,0.0,0.0,0.0,11.55,0.06,new,6b,historical,2020,RefBldgMidriseApartment
2_13_8_4,0.0,479.02,0.0,0.0,10.5,0.67,4245.44,2.06,0.0,0.0,0.0,1.77,6.44,new,6b,historical,2020,RefBldgMediumOffice
2_13_8_5,0.0,302.56,0.0,0.0,0.0,93.17,7546.22,0.0,0.0,0.0,0.0,14.8,0.05,new,6b,historical,2020,RefBldgMidriseApartment
2_13_9_4,0.0,533.16,0.0,0.0,12.17,0.33,4246.75,0.75,0.0,0.0,0.0,1.19,7.12,new,6b,historical,2020,RefBldgMediumOffice
2_13_9_5,0.0,355.92,0.0,0.0,0.0,43.17,7546.22,0.0,0.0,0.0,0.0,7.35,0.05,new,6b,historical,2020,RefBldgMidriseApartment
2_13_10_4,0.0,486.75,0.0,0.0,11.33,0.67,4245.57,1.93,0.0,0.0,0.0,1.67,6.63,new,6b,historical,2020,RefBldgMediumOffice
2_13_10_5,0.0,309.85,0.0,0.0,0.0,94.67,7546.22,0.0,0.0,0.0,0.0,14.95,0.06,new,6b,historical,2020,RefBldgMidriseApartment
2_13_11_4,0.0,440.25,0.0,0.0,9.83,1.17,4243.0,4.5,0.0,0.0,0.0,2.24,6.09,new,6b,historical,2020,RefBldgMediumOffice
2_13_11_5,0.0,266.33,0.0,0.0,0.0,192.5,7546.22,0.0,0.0,0.0,0.0,29.9,0.05,new,6b,historical,2020,RefBldgMidriseApartment
2_13_12_4,0.0,389.87,0.0,0.0,9.0,2.0,4240.32,7.18,0.0,0.0,0.0,2.79,5.75,new,6b,historical,2020,RefBldgMediumOffice
2_13_12_5,0.0,220.58,0.0,0.0,0.0,391.5,7546.22,0.0,0.0,0.0,0.0,64.85,0.05,new,6b,historical,2020,RefBldgMidriseApartment
2_14_0_4,0.0,763.29,0.0,0.0,29.33,0.0,4247.17,0.33,0.0,0.0,0.0,0.09,15.34,new,7a,historical,2020,RefBldgMediumOffice
2_14_0_5,0.0,557.14,0.0,0.0,0.0,0.0,7546.22,0.0,0.0,0.0,0.0,0.25,0.09,new,7a,historical,2020,RefBldgMidriseApartment
2_14_1_4,0.0,645.89,0.0,0.0,26.67,0.0,4245.87,1.63,0.0,0.0,0.0,0.23,13.33,new,7a,historical,2020,RefBldgMediumOffice
2_14_1_5,0.0,412.99,0.0,0.0,0.0,34.17,7546.22,0.0,0.0,0.0,0.0,5.69,0.11,new,7a,historical,2020,RefBldgMidriseApartment
2_14_2_4,0.0,631.89,0.0,0.0,26.17,0.33,4245.17,2.33,0.0,0.0,0.0,0.38,13.29,new,7a,historical,2020,RefBldgMediumOffice
2_14_2_5,0.0,396.86,0.0,0.0,0.0,51.17,7546.22,0.0,0.0,0.0,0.0,10.55,0.11,new,7a,historical,2020,RefBldgMidriseApartment
2_14_3_4,0.0,629.63,0.0,0.0,26.33,0.17,4244.9,2.6,0.0,0.0,0.0,0.43,13.34,new,7a,historical,2020,RefBldgMediumOffice
2_14_3_5,0.0,396.04,0.0,0.0,0.0,57.0,7546.22,0.0,0.0,0.0,0.0,12.54,0.1,new,7a,historical,2020,RefBldgMidriseApartment
2_14_4_4,0.0,628.3,0.0,0.0,26.17,0.17,4244.97,2.53,0.0,0.0,0.0,0.41,13.36,new,7a,historical,2020,RefBldgMediumOffice
2_14_4_5,0.0,394.03,0.0,0.0,0.0,53.83,7546.22,0.0,0.0,0.0,0.0,11.61,0.08,new,7a,historical,2020,RefBldgMidriseApartment
2_14_5_4,0.0,643.41,0.0,0.0,26.33,0.17,4246.52,0.98,0.0,0.0,0.0,0.21,13.55,new,7a,historical,2020,RefBldgMediumOffice
2_14_5_5,0.0,406.7,0.0,0.0,0.0,13.67,7546.22,0.0,0.0,0.0,0.0,3.08,0.11,new,7a,historical,2020,RefBldgMidriseApartment
2_14_6_4,0.0,616.47,0.0,0.0,26.33,0.17,4245.59,1.91,0.0,0.0,0.0,0.27,13.25,new,7a,historical,2020,RefBldgMediumOffice
2_14_6_5,0.0,378.65,0.0,0.0,0.0,35.33,7546.22,0.0,0.0,0.0,0.0,6.45,0.11,new,7a,historical,2020,RefBldgMidriseApartment
2_14_7_4,0.0,594.03,0.0,0.0,26.17,0.5,4244.65,2.85,0.0,0.0,0.0,0.43,12.67,new,7a,historical,2020,RefBldgMediumOffice
2_14_7_5,0.0,356.62,0.0,0.0,0.0,51.17,7546.22,0.0,0.0,0.0,0.0,10.76,0.11,new,7a,historical,2020,RefBldgMidriseApartment
2_14_8_4,0.0,571.55,0.01,0.0,24.83,0.17,4243.95,3.55,0.0,0.0,0.0,0.56,12.45,new,7a,historical,2020,RefBldgMediumOffice
2_14_8_5,0.0,331.29,0.0,0.0,0.0,62.83,7546.22,0.0,0.0,0.0,0.0,14.29,0.1,new,7a,historical,2020,RefBldgMidriseApartment
2_14_9_4,0.0,629.62,0.0,0.0,26.33,0.17,4245.62,1.88,0.0,0.0,0.0,0.28,13.42,new,7a,historical,2020,RefBldgMediumOffice
2_14_9_5,0.0,396.56,0.0,0.0,0.0,39.83,7546.22,0.0,0.0,0.0,0.0,6.77,0.1,new,7a,historical,2020,RefBldgMidriseApartment
2_14_10_4,0.0,582.62,0.01,0.0,25.33,0.67,4244.11,3.39,0.0,0.0,0.0,0.54,12.7,new,7a,historical,2020,RefBldgMediumOffice
2_14_10_5,0.0,345.79,0.0,0.0,0.0,64.83,7546.22,0.0,0.0,0.0,0.0,15.03,0.1,new,7a,historical,2020,RefBldgMidriseApartment
2_14_11_4,0.0,535.12,0.01,0.0,23.83,8.17,4242.56,4.94,0.0,0.0,0.0,1.59,11.87,new,7a,historical,2020,RefBldgMediumOffice
2_14_11_5,0.0,293.9,0.0,0.0,0.0,126.67,7544.46,1.76,0.0,0.0,0.0,33.28,0.08,new,7a,historical,2020,RefBldgMidriseApartment
2_14_12_4,0.0,484.19,0.02,0.0,22.5,20.33,4240.35,7.15,0.0,0.0,0.0,6.67,11.2,new,7a,historical,2020,RefBldgMediumOffice
2_14_12_5,0.0,239.73,0.31,0.0,0.0,249.67,7538.95,7.12,0.15,0.0,0.0,75.55,0.08,new,7a,historical,2020,RefBldgMidriseApartment
2_15_0_4,0.0,1148.92,0.0,0.0,52.83,0.0,4247.5,0.0,0.0,0.0,0.0,0.06,23.73,new,8a,historical,2020,RefBldgMediumOffice
2_15_0_5,0.0,1023.18,0.0,0.0,0.0,0.0,7546.22,0.0,0.0,0.0,0.0,0.04,0.1,new,8a,historical,2020,RefBldgMidriseApartment
2_15_1_4,0.0,914.89,0.0,0.0,42.17,0.0,4247.12,0.38,0.0,0.0,0.0,0.15,19.29,new,8a,historical,2020,RefBldgMediumOffice
2_15_1_5,0.0,720.93,0.0,0.0,0.0,0.0,7546.22,0.0,0.0,0.0,0.0,0.31,0.08,new,8a,historical,2020,RefBldgMidriseApartment
2_15_2_4,0.0,896.75,0.0,0.0,41.33,0.0,4246.94,0.56,0.0,0.0,0.0,0.21,19.02,new,8a,historical,2020,RefBldgMediumOffice
2_15_2_5,0.0,695.67,0.0,0.0,0.0,0.0,7546.22,0.0,0.0,0.0,0.0,0.36,0.08,new,8a,historical,2020,RefBldgMidriseApartment
2_15_3_4,0.0,910.09,0.0,0.0,41.17,0.0,4247.05,0.45,0.0,0.0,0.0,0.17,19.04,new,8a,historical,2020,RefBldgMediumOffice
2_15_3_5,0.0,714.28,0.0,0.0,0.0,0.0,7546.22,0.0,0.0,0.0,0.0,0.32,0.07,new,8a,historical,2020,RefBldgMidriseApartment
2_15_4_4,0.0,932.62,0.0,0.0,41.67,0.0,4247.31,0.19,0.0,0.0,0.0,0.12,19.32,new,8a,historical,2020,RefBldgMediumOffice
2_15_4_5,0.0,746.81,0.0,0.0,0.0,0.0,7546.22,0.0,0.0,0.0,0.0,0.25,0.08,new,8a,historical,2020,RefBldgMidriseApartment
2_15_5_4,0.0,945.39,0.0,0.0,42.5,0.0,4247.33,0.17,0.0,0.0,0.0,0.13,19.5,new,8a,historical,2020,RefBldgMediumOffice
2_15_5_5,0.0,754.67,0.0,0.0,0.0,0.0,7546.22,0.0,0.0,0.0,0.0,0.19,0.1,new,8a,historical,2020,RefBldgMidriseApartment
2_15_6_4,0.0,917.42,0.0,0.0,40.67,0.0,4247.25,0.25,0.0,0.0,0.0,0.13,18.68,new,8a,historical,2020,RefBldgMediumOffice
2_15_6_5,0.0,715.1,0.0,0.0,0.0,0.0,7546.22,0.0,0.0,0.0,0.0,0.24,0.09,new,8a,historical,2020,RefBldgMidriseApartment
2_15_7_4,0.0,894.44,0.0,0.0,40.67,0.0,4247.04,0.46,0.0,0.0,0.0,0.16,18.67,new,8a,historical,2020,RefBldgMediumOffice
2_15_7_5,0.0,681.85,0.0,0.0,0.0,0.0,7546.22,0.0,0.0,0.0,0.0,0.3,0.09,new,8a,historical,2020,RefBldgMidriseApartment
2_15_8_4,0.0,879.53,0.0,0.0,40.33,0.0,4246.94,0.56,0.0,0.0,0.0,0.18,18.66,new,8a,historical,2020,RefBldgMediumOffice
2_15_8_5,0.0,665.99,0.0,0.0,0.0,0.0,7546.22,0.0,0.0,0.0,0.0,0.35,0.1,new,8a,historical,2020,RefBldgMidriseApartment
2_15_9_4,0.0,941.6,0.0,0.0,40.33,0.0,4247.31,0.19,0.0,0.0,0.0,0.13,19.12,new,8a,historical,2020,RefBldgMediumOffice
2_15_9_5,0.0,748.67,0.0,0.0,0.0,0.0,7546.22,0.0,0.0,0.0,0.0,0.18,0.09,new,8a,historical,2020,RefBldgMidriseApartment
2_15_10_4,0.0,890.0,0.0,0.0,40.0,0.0,4247.03,0.47,0.0,0.0,0.0,0.18,18.46,new,8a,historical,2020,RefBldgMediumOffice
2_15_10_5,0.0,683.21,0.0,0.0,0.0,0.0,7546.22,0.0,0.0,0.0,0.0,0.3,0.08,new,8a,historical,2020,RefBldgMidriseApartment
2_15_11_4,0.0,851.66,0.0,0.0,39.5,0.0,4246.8,0.7,0.0,0.0,0.0,0.22,18.3,new,8a,historical,2020,RefBldgMediumOffice
2_15_11_5,0.0,634.53,0.0,0.0,0.0,0.0,7546.22,0.0,0.0,0.0,0.0,0.44,0.09,new,8a,historical,2020,RefBldgMidriseApartment
2_15_12_4,0.0,809.53,0.0,0.0,38.33,0.0,4246.29,1.21,0.0,0.0,0.0,0.3,17.66,new,8a,historical,2020,RefBldgMediumOffice
2_15_12_5,0.0,580.67,0.0,0.0,0.0,4.17,7546.22,0.0,0.0,0.0,0.0,1.22,0.08,new,8a,historical,2020,RefBldgMidriseApartment
