,drybulb_C,relhum_percent,atmos_Pa,dewpoint_C,glohorrad_Whm2,dayofyear,hour,hourly_clearness,daily_clearness,rise_set,row_number,persisted_index,local_solar_time,zenith,solar_alt,difhorrad_Whm2,dirnorrad_Whm2,totskycvr_tenths,opaqskycvr_tenths,windspd_ms
72,-8.4,100.0,96992.4704483596,-8.4,0,4,0,0.0,0.3305393586005831,Neither,72,0.0,-0.21858515301551354,155.75663700045337,-65.75663700045337,0,-0.0,10,8,2.8582217702003847
73,-8.1,100.0,96992.4704483596,-8.1,0,4,1,0.0,0.3305393586005831,Neither,73,0.0,0.7814148469844865,154.1584750384622,-64.1584750384622,0,-0.0,10,9,2.960301119136113
74,-7.7,100.0,96992.4704483596,-7.7,0,4,2,0.0,0.3305393586005831,Neither,74,0.0,1.7814148469844864,147.79040525942884,-57.79040525942884,0,-0.0,10,10,3.164459817007569
75,-8.1,100.0,96892.4704483596,-8.1,0,4,3,0.0,0.3305393586005831,Neither,75,0.0,2.7814148469844864,138.91856043029824,-48.91856043029824,0,-0.0,10,10,3.164459817007569
76,-8.4,100.0,96892.4704483596,-8.4,0,4,4,0.0,0.3305393586005831,Neither,76,0.0,3.7814148469844864,128.9986213389539,-38.99862133895391,0,-0.0,10,10,3.164459817007569
77,-8.8,100.0,96892.4704483596,-8.8,0,4,5,0.0,0.3305393586005831,Sunrise,77,0.0,4.781414846984487,118.76062194844573,-28.76062194844573,0,-0.0,10,10,3.164459817007569
78,-8.3,100.0,96892.4704483596,-8.3,0,4,6,0.0,0.3305393586005831,Neither,78,0.0,5.781414846984487,108.6272203203226,-18.627220320322607,0,-0.0,10,10,3.879015259557665
79,-7.7,100.0,96892.4704483596,-7.7,0,4,7,0.0,0.3305393586005831,Neither,79,0.14285714285714285,6.781414846984487,98.92187324370077,-8.921873243700773,0,-0.0,10,10,4.593570702107762
80,-7.2,100.0,96892.4704483596,-7.2,30,4,8,0.2857142857142857,0.3305393586005831,Neither,80,0.14,7.781414846984487,89.96409178569502,0.03590821430498181,28,0.0,10,10,5.308126144657858
81,-6.4,100.0,96792.4704483596,-6.4,77,4,9,0.28,0.3305393586005831,Neither,81,0.29422190712513296,8.781414846984486,82.11817574803477,7.881824251965227,71,43.753998845928706,10,10,5.308126144657858
82,-5.7,100.0,96792.4704483596,-5.7,122,4,10,0.3027295285359802,0.3305393586005831,Neither,82,0.32382352941176473,9.781414846984486,75.81061278928831,14.189387210711686,111,44.87454874774358,10,10,5.308126144657858
83,-4.9,100.0,96792.4704483596,-4.9,175,4,11,0.36764705882352944,0.3305393586005831,Neither,83,0.3136096622271738,10.781414846984486,71.50242375926189,18.497576240738113,154,66.19081989907787,10,10,5.308126144657858
84,-4.7,100.0,96692.4704483596,-4.7,159,4,12,0.32448979591836735,0.3305393586005831,Neither,84,0.35538109148851416,11.781414846984486,69.59658295333959,20.403417046660408,143,45.89419818373355,10,10,5.512284842529314
85,-4.6,100.0,96692.4704483596,-4.6,152,4,13,0.3431151241534989,0.3305393586005831,Neither,85,0.3328331332533013,12.781414846984486,70.3007766398038,19.6992233601962,136,47.46612520775597,10,10,5.614364191465041
86,-4.4,99.96763074355832,96692.4704483596,-4.4,116,4,14,0.3411764705882353,0.3305393586005831,Sunset,86,0.3431151241534989,13.781414846984486,73.5358472034639,16.464152796536098,103,45.869066788193194,10,10,5.818522889336498
87,-4.4,99.96763074355832,96692.4704483596,-4.4,64,4,15,0.3422459893048128,0.3305393586005831,Neither,87,0.41058823529411764,14.781414846984486,78.97232277772918,11.027677222270825,56,41.82281462738591,10,10,5.308126144657858
88,-4.4,99.96763074355832,96692.4704483596,-4.4,12,4,16,0.48,0.3305393586005831,Neither,88,0.1711229946524064,15.781414846984486,86.16045528815351,3.839544711846486,9,44.80115951374756,10,10,4.695650051043489
89,-4.4,99.96763074355832,96692.4704483596,-4.4,0,4,17,0.0,0.3305393586005831,Neither,89,0.24,16.781414846984486,94.65046666917449,-4.650466669174492,0,-0.0,10,10,4.1852533063648485
90,-4.4,99.96763074355832,96692.4704483596,-4.4,0,4,18,0.0,0.3305393586005831,Neither,90,0.0,17.781414846984486,104.04888821593411,-14.048888215934113,0,-0.0,10,10,4.389412004236305
91,-4.4,99.96763074355832,96792.4704483596,-4.4,0,4,19,0.0,0.3305393586005831,Neither,91,0.0,18.781414846984486,114.01913970546208,-24.01913970546208,0,-0.0,10,10,4.491491353172034
92,-4.4,99.96763074355832,96792.4704483596,-4.4,0,4,20,0.0,0.3305393586005831,Neither,92,0.0,19.781414846984486,124.24689740339022,-34.24689740339022,0,-0.0,10,10,4.695650051043489
93,-4.2,100.0,96792.4704483596,-4.2,0,4,21,0.0,0.3305393586005831,Neither,93,0.0,20.781414846984486,134.37051202629198,-44.370512026291976,0,-0.0,10,10,3.981094608493393
94,-4.0,100.0,96792.4704483596,-4.0,0,4,22,0.0,0.3305393586005831,Neither,94,0.0,21.781414846984486,143.83730231427825,-53.83730231427825,0,-0.0,10,10,3.368618514879025
95,-3.8,100.0,96792.4704483596,-3.8,0,4,23,0.0,0.3305393586005831,Neither,95,0.0,22.781414846984486,151.58738433915755,-61.58738433915755,0,-0.0,10,10,2.654063072328929
96,-4.0,100.0,96792.4704483596,-4.0,0,5,0,0.0,0.36373507057546145,Neither,96,0.0,-0.22579954979214367,155.63978970521063,-65.63978970521063,0,-0.0,10,10,2.245745676586017
97,-4.2,100.0,96792.4704483596,-4.2,0,5,1,0.0,0.36373507057546145,Neither,97,0.0,0.7742004502078563,154.08949169552227,-64.08949169552227,0,-0.0,10,10,1.9395076297788325
98,-4.4,100.0,96792.4704483596,-4.4,0,5,2,0.0,0.36373507057546145,Neither,98,0.0,1.7742004502078563,147.7622422076868,-57.762242207686796,0,-0.0,10,10,1.5311902340359205
99,-4.6,100.0,96792.4704483596,-4.6,0,5,3,0.0,0.36373507057546145,Neither,99,0.0,2.7742004502078563,138.91266956696765,-48.91266956696765,0,-0.0,10,10,1.0207934893572803
100,-4.7,100.0,96792.4704483596,-4.7,0,5,4,0.0,0.36373507057546145,Neither,100,0.0,3.7742004502078563,129.00190622760024,-39.001906227600244,0,-0.0,10,10,0.5103967446786402
101,-4.9,100.0,96892.4704483596,-4.9,0,5,5,0.0,0.36373507057546145,Sunrise,101,0.0,4.774200450207856,118.76495741254735,-28.764957412547346,0,-0.0,10,10,0.0
102,-4.9,100.0,96892.4704483596,-4.9,0,5,6,0.0,0.36373507057546145,Neither,102,0.0,5.774200450207856,108.62698070114972,-18.62698070114972,0,-0.0,10,10,0.7145554425500962
103,-4.9,100.0,96892.4704483596,-4.9,0,5,7,0.0,0.36373507057546145,Neither,103,0.12735849056603774,6.774200450207856,98.91249326267867,-8.912493262678666,0,-0.0,10,10,1.4291108851001924
